chr10	991743	991927	E3
chr10	3782807	3783000	E3
chr10	3811780	3811980	E3
chr10	4096336	4096527	E3
chr10	4562361	4562551	E3
chr10	4890879	4890968	E3
chr10	5336200	5336400	E3
chr10	5993200	5993549	E3
chr10	6281132	6281640	E3
chr10	6296194	6296597	E3
chr10	6309159	6309630	E3
chr10	6317094	6317600	E3
chr10	6342021	6342200	E3
chr10	6438781	6439019	E3
chr10	6557200	6557400	E3
chr10	7222294	7222742	E3
chr10	7226567	7227000	E3
chr10	7248454	7248757	E3
chr10	7499534	7499633	E3
chr10	11250299	11250571	E3
chr10	11252561	11252811	E3
chr10	11287144	11287324	E3
chr10	11323843	11324502	E3
chr10	11325800	11326547	E3
chr10	11377400	11377600	E3
chr10	12086000	12086181	E3
chr10	12283916	12284003	E3
chr10	12375600	12376000	E3
chr10	14601442	14601666	E3
chr10	14602290	14602671	E3
chr10	14650558	14650765	E3
chr10	14660807	14660952	E3
chr10	14980949	14981400	E3
chr10	17067627	17067984	E3
chr10	17074407	17074467	E3
chr10	17258272	17258755	E3
chr10	20292599	20293000	E3
chr10	22658555	22658671	E3
chr10	23702673	23702869	E3
chr10	23721230	23721331	E3
chr10	23737849	23738052	E3
chr10	23932394	23932694	E3
chr10	25162192	25162522	E3
chr10	26042785	26043088	E3
chr10	26818002	26818214	E3
chr10	26995240	26995460	E3
chr10	27737971	27738126	E3
chr10	28542400	28542585	E3
chr10	28623258	28623538	E3
chr10	28623918	28624133	E3
chr10	28767681	28767896	E3
chr10	28876278	28876449	E3
chr10	28909324	28909449	E3
chr10	29919600	29919800	E3
chr10	29978033	29978294	E3
chr10	30093200	30093400	E3
chr10	30748254	30748558	E3
chr10	30780234	30780400	E3
chr10	30831400	30831772	E3
chr10	30876422	30876783	E3
chr10	31869658	31869894	E3
chr10	32040125	32040807	E3
chr10	32238369	32238509	E3
chr10	33798157	33798348	E3
chr10	35589054	35589406	E3
chr10	35657722	35657901	E3
chr10	35658157	35658303	E3
chr10	35853711	35853797	E3
chr10	43366400	43367400	E3
chr10	43615400	43616600	E3
chr10	44934800	44935011	E3
chr10	45463600	45463800	E3
chr10	45469180	45469327	E3
chr10	45920470	45920800	E3
chr10	45956034	45956213	E3
chr10	45956506	45956806	E3
chr10	47162600	47163000	E3
chr10	47414152	47414528	E3
chr10	48482400	48482600	E3
chr10	48483854	48484541	E3
chr10	49719800	49720378	E3
chr10	49725900	49726354	E3
chr10	49956788	49956891	E3
chr10	49998106	49998494	E3
chr10	50007802	50007932	E3
chr10	50108390	50108671	E3
chr10	50385077	50386123	E3
chr10	50480400	50481200	E3
chr10	50488021	50488491	E3
chr10	50491000	50491509	E3
chr10	61791440	61791875	E3
chr10	61792457	61792845	E3
chr10	63149861	63149940	E3
chr10	63738824	63739044	E3
chr10	63926712	63926800	E3
chr10	64377326	64377613	E3
chr10	64377873	64378148	E3
chr10	64378649	64379082	E3
chr10	64392200	64392600	E3
chr10	64397800	64398104	E3
chr10	64996282	64996430	E3
